GraphID,Nodes,Edges,Labels
6099,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[[22, 0], [0, 22], [22, 1], [1, 22], [22, 2], [2, 22], [22, 3], [3, 22], [22, 4], [4, 22], [22, 5], [5, 22], [22, 6], [6, 22], [22, 7], [7, 22], [22, 8], [8, 22], [22, 9], [9, 22], [22, 10], [10, 22], [22, 11], [11, 22], [22, 12], [12, 22], [22, 13], [13, 22], [22, 14], [14, 22], [22, 15], [15, 22], [22, 16], [16, 22], [22, 17], [17, 22], [22, 18], [18, 22], [22, 19], [19, 22], [22, 20], [20, 22], [22, 21], [21, 22], [16, 0], [0, 16], [21, 0], [0, 21], [5, 1], [1, 5], [14, 1], [1, 14], [7, 1], [1, 7], [4, 1], [1, 4], [9, 2], [2, 9], [14, 2], [2, 14], [16, 3], [3, 16], [14, 4], [4, 14], [15, 5], [5, 15], [14, 5], [5, 14], [15, 7], [7, 15], [14, 7], [7, 14], [19, 7], [7, 19], [16, 10], [10, 16], [16, 12], [12, 16], [21, 12], [12, 21], [19, 14], [14, 19], [15, 14], [14, 15], [19, 15], [15, 19], [17, 16], [16, 17], [20, 19], [19, 20]]",0
8068,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]","[[28, 0], [0, 28], [28, 1], [1, 28], [28, 2], [2, 28], [28, 3], [3, 28], [28, 4], [4, 28], [28, 5], [5, 28], [28, 6], [6, 28], [28, 7], [7, 28], [28, 8], [8, 28], [28, 9], [9, 28], [28, 10], [10, 28], [28, 11], [11, 28], [28, 12], [12, 28], [28, 13], [13, 28], [28, 14], [14, 28], [28, 15], [15, 28], [28, 16], [16, 28], [28, 17], [17, 28], [28, 18], [18, 28], [28, 19], [19, 28], [28, 20], [20, 28], [28, 21], [21, 28], [28, 22], [22, 28], [28, 23], [23, 28], [28, 24], [24, 28], [28, 25], [25, 28], [28, 26], [26, 28], [28, 27], [27, 28], [16, 1], [1, 16], [6, 1], [1, 6], [16, 2], [2, 16], [12, 4], [4, 12], [26, 4], [4, 26], [16, 6], [6, 16], [25, 7], [7, 25], [8, 7], [7, 8], [25, 8], [8, 25], [22, 8], [8, 22], [11, 8], [8, 11], [24, 8], [8, 24], [15, 8], [8, 15], [22, 11], [11, 22], [15, 11], [11, 15], [26, 11], [11, 26], [14, 11], [11, 14], [15, 13], [13, 15], [14, 13], [13, 14], [22, 14], [14, 22], [15, 14], [14, 15], [24, 14], [14, 24], [24, 15], [15, 24], [20, 16], [16, 20], [26, 19], [19, 26], [24, 22], [22, 24], [26, 22], [22, 26]]",0
9082,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]","[[34, 0], [0, 34], [34, 1], [1, 34], [34, 2], [2, 34], [34, 3], [3, 34], [34, 4], [4, 34], [34, 5], [5, 34], [34, 6], [6, 34], [34, 7], [7, 34], [34, 8], [8, 34], [34, 9], [9, 34], [34, 10], [10, 34], [34, 11], [11, 34], [34, 12], [12, 34], [34, 13], [13, 34], [34, 14], [14, 34], [34, 15], [15, 34], [34, 16], [16, 34], [34, 17], [17, 34], [34, 18], [18, 34], [34, 19], [19, 34], [34, 20], [20, 34], [34, 21], [21, 34], [34, 22], [22, 34], [34, 23], [23, 34], [34, 24], [24, 34], [34, 25], [25, 34], [34, 26], [26, 34], [34, 27], [27, 34], [34, 28], [28, 34], [34, 29], [29, 34], [34, 30], [30, 34], [34, 31], [31, 34], [34, 32], [32, 34], [34, 33], [33, 34], [4, 1], [1, 4], [9, 1], [1, 9], [21, 1], [1, 21], [6, 1], [1, 6], [15, 4], [4, 15], [25, 4], [4, 25], [14, 4], [4, 14], [32, 4], [4, 32], [9, 4], [4, 9], [17, 4], [4, 17], [16, 4], [4, 16], [18, 4], [4, 18], [21, 4], [4, 21], [7, 4], [4, 7], [12, 4], [4, 12], [33, 4], [4, 33], [5, 4], [4, 5], [22, 4], [4, 22], [9, 5], [5, 9], [17, 5], [5, 17], [16, 5], [5, 16], [25, 5], [5, 25], [28, 5], [5, 28], [21, 5], [5, 21], [33, 5], [5, 33], [11, 6], [6, 11], [8, 6], [6, 8], [10, 6], [6, 10], [12, 6], [6, 12], [32, 6], [6, 32], [21, 6], [6, 21], [9, 7], [7, 9], [16, 9], [9, 16], [33, 9], [9, 33], [11, 10], [10, 11], [31, 11], [11, 31], [14, 12], [12, 14], [24, 12], [12, 24], [25, 12], [12, 25], [20, 12], [12, 20], [15, 14], [14, 15], [16, 14], [14, 16], [18, 14], [14, 18], [21, 14], [14, 21], [22, 14], [14, 22], [25, 15], [15, 25], [16, 15], [15, 16], [33, 15], [15, 33], [25, 16], [16, 25], [28, 16], [16, 28], [33, 16], [16, 33], [22, 16], [16, 22], [33, 22], [22, 33], [33, 25], [25, 33], [33, 28], [28, 33], [33, 30], [30, 33], [33, 32], [32, 33]]",0
2406,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[[14, 0], [0, 14], [14, 1], [1, 14], [14, 2], [2, 14], [14, 3], [3, 14], [14, 4], [4, 14], [14, 5], [5, 14], [14, 6], [6, 14], [14, 7], [7, 14], [14, 8], [8, 14], [14, 9], [9, 14], [14, 10], [10, 14], [14, 11], [11, 14], [14, 12], [12, 14], [14, 13], [13, 14], [9, 0], [0, 9], [13, 0], [0, 13], [7, 0], [0, 7], [13, 3], [3, 13], [7, 3], [3, 7], [7, 6], [6, 7], [9, 7], [7, 9], [13, 7], [7, 13], [13, 9], [9, 13], [13, 12], [12, 13]]",0
7696,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]","[[26, 0], [0, 26], [26, 1], [1, 26], [26, 2], [2, 26], [26, 3], [3, 26], [26, 4], [4, 26], [26, 5], [5, 26], [26, 6], [6, 26], [26, 7], [7, 26], [26, 8], [8, 26], [26, 9], [9, 26], [26, 10], [10, 26], [26, 11], [11, 26], [26, 12], [12, 26], [26, 13], [13, 26], [26, 14], [14, 26], [26, 15], [15, 26], [26, 16], [16, 26], [26, 17], [17, 26], [26, 18], [18, 26], [26, 19], [19, 26], [26, 20], [20, 26], [26, 21], [21, 26], [26, 22], [22, 26], [26, 23], [23, 26], [26, 24], [24, 26], [26, 25], [25, 26], [8, 0], [0, 8], [6, 0], [0, 6], [24, 1], [1, 24], [4, 1], [1, 4], [14, 1], [1, 14], [13, 1], [1, 13], [25, 1], [1, 25], [12, 4], [4, 12], [13, 4], [4, 13], [14, 4], [4, 14], [9, 4], [4, 9], [24, 4], [4, 24], [16, 4], [4, 16], [25, 4], [4, 25], [8, 6], [6, 8], [17, 6], [6, 17], [10, 8], [8, 10], [23, 8], [8, 23], [14, 8], [8, 14], [24, 9], [9, 24], [14, 9], [9, 14], [25, 9], [9, 25], [24, 12], [12, 24], [14, 12], [12, 14], [13, 12], [12, 13], [25, 12], [12, 25], [14, 13], [13, 14], [24, 13], [13, 24], [25, 13], [13, 25], [18, 14], [14, 18], [23, 14], [14, 23], [15, 14], [14, 15], [24, 14], [14, 24], [16, 14], [14, 16], [23, 16], [16, 23], [23, 18], [18, 23], [23, 20], [20, 23], [25, 24], [24, 25]]",0
9076,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]","[[51, 0], [0, 51], [51, 1], [1, 51], [51, 2], [2, 51], [51, 3], [3, 51], [51, 4], [4, 51], [51, 5], [5, 51], [51, 6], [6, 51], [51, 7], [7, 51], [51, 8], [8, 51], [51, 9], [9, 51], [51, 10], [10, 51], [51, 11], [11, 51], [51, 12], [12, 51], [51, 13], [13, 51], [51, 14], [14, 51], [51, 15], [15, 51], [51, 16], [16, 51], [51, 17], [17, 51], [51, 18], [18, 51], [51, 19], [19, 51], [51, 20], [20, 51], [51, 21], [21, 51], [51, 22], [22, 51], [51, 23], [23, 51], [51, 24], [24, 51], [51, 25], [25, 51], [51, 26], [26, 51], [51, 27], [27, 51], [51, 28], [28, 51], [51, 29], [29, 51], [51, 30], [30, 51], [51, 31], [31, 51], [51, 32], [32, 51], [51, 33], [33, 51], [51, 34], [34, 51], [51, 35], [35, 51], [51, 36], [36, 51], [51, 37], [37, 51], [51, 38], [38, 51], [51, 39], [39, 51], [51, 40], [40, 51], [51, 41], [41, 51], [51, 42], [42, 51], [51, 43], [43, 51], [51, 44], [44, 51], [51, 45], [45, 51], [51, 46], [46, 51], [51, 47], [47, 51], [51, 48], [48, 51], [51, 49], [49, 51], [51, 50], [50, 51], [13, 0], [0, 13], [37, 0], [0, 37], [15, 0], [0, 15], [11, 0], [0, 11], [16, 0], [0, 16], [43, 0], [0, 43], [25, 0], [0, 25], [40, 0], [0, 40], [41, 0], [0, 41], [6, 0], [0, 6], [39, 0], [0, 39], [31, 0], [0, 31], [23, 0], [0, 23], [46, 0], [0, 46], [47, 0], [0, 47], [27, 0], [0, 27], [35, 0], [0, 35], [13, 1], [1, 13], [40, 1], [1, 40], [12, 2], [2, 12], [33, 2], [2, 33], [16, 2], [2, 16], [21, 3], [3, 21], [41, 3], [3, 41], [31, 4], [4, 31], [25, 4], [4, 25], [35, 4], [4, 35], [16, 4], [4, 16], [29, 4], [4, 29], [35, 5], [5, 35], [13, 6], [6, 13], [15, 6], [6, 15], [45, 6], [6, 45], [42, 6], [6, 42], [23, 6], [6, 23], [46, 6], [6, 46], [32, 6], [6, 32], [16, 7], [7, 16], [17, 7], [7, 17], [39, 7], [7, 39], [40, 7], [7, 40], [30, 7], [7, 30], [23, 7], [7, 23], [9, 7], [7, 9], [13, 9], [9, 13], [16, 9], [9, 16], [39, 9], [9, 39], [25, 9], [9, 25], [20, 9], [9, 20], [45, 9], [9, 45], [45, 10], [10, 45], [17, 10], [10, 17], [13, 11], [11, 13], [31, 11], [11, 31], [39, 11], [11, 39], [21, 11], [11, 21], [23, 11], [11, 23], [35, 11], [11, 35], [37, 13], [13, 37], [16, 13], [13, 16], [21, 13], [13, 21], [25, 13], [13, 25], [49, 13], [13, 49], [40, 13], [13, 40], [41, 13], [13, 41], [31, 13], [13, 31], [35, 13], [13, 35], [21, 15], [15, 21], [42, 15], [15, 42], [45, 15], [15, 45], [46, 15], [15, 46], [26, 15], [15, 26], [17, 16], [16, 17], [43, 16], [16, 43], [40, 16], [16, 40], [41, 16], [16, 41], [39, 16], [16, 39], [23, 16], [16, 23], [33, 16], [16, 33], [25, 16], [16, 25], [45, 16], [16, 45], [35, 16], [16, 35], [50, 16], [16, 50], [28, 16], [16, 28], [49, 18], [18, 49], [29, 19], [19, 29], [23, 19], [19, 23], [28, 19], [19, 28], [41, 20], [20, 41], [37, 21], [21, 37], [46, 21], [21, 46], [47, 21], [21, 47], [27, 21], [21, 27], [35, 21], [21, 35], [50, 21], [21, 50], [31, 23], [23, 31], [43, 23], [23, 43], [41, 23], [23, 41], [46, 23], [23, 46], [35, 23], [23, 35], [42, 24], [24, 42], [45, 24], [24, 45], [46, 24], [24, 46], [31, 25], [25, 31], [29, 25], [25, 29], [43, 25], [25, 43], [40, 25], [25, 40], [26, 25], [25, 26], [32, 25], [25, 32], [46, 25], [25, 46], [34, 25], [25, 34], [35, 25], [25, 35], [50, 25], [25, 50], [45, 26], [26, 45], [46, 26], [26, 46], [39, 28], [28, 39], [45, 28], [28, 45], [46, 28], [28, 46], [35, 28], [28, 35], [45, 29], [29, 45], [37, 29], [29, 37], [43, 31], [31, 43], [40, 31], [31, 40], [35, 31], [31, 35], [49, 32], [32, 49], [44, 33], [33, 44], [46, 33], [33, 46], [47, 33], [33, 47], [35, 33], [33, 35], [39, 34], [34, 39], [43, 35], [35, 43], [40, 35], [35, 40], [41, 35], [35, 41], [39, 35], [35, 39], [45, 35], [35, 45], [49, 35], [35, 49], [42, 37], [37, 42], [45, 38], [38, 45], [49, 39], [39, 49], [40, 39], [39, 40], [45, 39], [39, 45], [43, 40], [40, 43], [41, 40], [40, 41], [49, 40], [40, 49], [45, 40], [40, 45], [47, 40], [40, 47], [49, 41], [41, 49], [43, 41], [41, 43], [45, 41], [41, 45], [45, 42], [42, 45], [46, 42], [42, 46], [49, 45], [45, 49], [46, 45], [45, 46], [47, 45], [45, 47], [50, 45], [45, 50], [47, 46], [46, 47], [50, 46], [46, 50]]",0
7176,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","[[48, 0], [0, 48], [48, 1], [1, 48], [48, 2], [2, 48], [48, 3], [3, 48], [48, 4], [4, 48], [48, 5], [5, 48], [48, 6], [6, 48], [48, 7], [7, 48], [48, 8], [8, 48], [48, 9], [9, 48], [48, 10], [10, 48], [48, 11], [11, 48], [48, 12], [12, 48], [48, 13], [13, 48], [48, 14], [14, 48], [48, 15], [15, 48], [48, 16], [16, 48], [48, 17], [17, 48], [48, 18], [18, 48], [48, 19], [19, 48], [48, 20], [20, 48], [48, 21], [21, 48], [48, 22], [22, 48], [48, 23], [23, 48], [48, 24], [24, 48], [48, 25], [25, 48], [48, 26], [26, 48], [48, 27], [27, 48], [48, 28], [28, 48], [48, 29], [29, 48], [48, 30], [30, 48], [48, 31], [31, 48], [48, 32], [32, 48], [48, 33], [33, 48], [48, 34], [34, 48], [48, 35], [35, 48], [48, 36], [36, 48], [48, 37], [37, 48], [48, 38], [38, 48], [48, 39], [39, 48], [48, 40], [40, 48], [48, 41], [41, 48], [48, 42], [42, 48], [48, 43], [43, 48], [48, 44], [44, 48], [48, 45], [45, 48], [48, 46], [46, 48], [48, 47], [47, 48], [4, 0], [0, 4], [4, 1], [1, 4], [33, 2], [2, 33], [29, 2], [2, 29], [11, 4], [4, 11], [25, 4], [4, 25], [44, 4], [4, 44], [34, 4], [4, 34], [26, 4], [4, 26], [43, 4], [4, 43], [33, 4], [4, 33], [21, 4], [4, 21], [46, 4], [4, 46], [36, 4], [4, 36], [8, 4], [4, 8], [47, 4], [4, 47], [33, 5], [5, 33], [20, 6], [6, 20], [15, 6], [6, 15], [7, 6], [6, 7], [23, 7], [7, 23], [13, 7], [7, 13], [40, 7], [7, 40], [15, 7], [7, 15], [20, 7], [7, 20], [19, 8], [8, 19], [13, 9], [9, 13], [21, 9], [9, 21], [33, 9], [9, 33], [36, 9], [9, 36], [41, 9], [9, 41], [44, 11], [11, 44], [33, 11], [11, 33], [36, 11], [11, 36], [46, 11], [11, 46], [44, 12], [12, 44], [23, 13], [13, 23], [42, 13], [13, 42], [41, 13], [13, 41], [24, 13], [13, 24], [34, 13], [13, 34], [16, 13], [13, 16], [43, 13], [13, 43], [45, 13], [13, 45], [14, 13], [13, 14], [36, 13], [13, 36], [22, 13], [13, 22], [20, 15], [15, 20], [35, 16], [16, 35], [47, 18], [18, 47], [21, 20], [20, 21], [44, 21], [21, 44], [41, 21], [21, 41], [42, 21], [21, 42], [45, 21], [21, 45], [36, 21], [21, 36], [45, 22], [22, 45], [43, 24], [24, 43], [41, 24], [24, 41], [33, 25], [25, 33], [44, 33], [33, 44], [42, 33], [33, 42], [36, 33], [33, 36], [46, 33], [33, 46], [45, 34], [34, 45], [42, 35], [35, 42], [45, 35], [35, 45], [42, 41], [41, 42], [43, 41], [41, 43], [45, 41], [41, 45], [43, 42], [42, 43], [45, 42], [42, 45], [45, 43], [43, 45]]",0
323,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]","[[36, 0], [0, 36], [36, 1], [1, 36], [36, 2], [2, 36], [36, 3], [3, 36], [36, 4], [4, 36], [36, 5], [5, 36], [36, 6], [6, 36], [36, 7], [7, 36], [36, 8], [8, 36], [36, 9], [9, 36], [36, 10], [10, 36], [36, 11], [11, 36], [36, 12], [12, 36], [36, 13], [13, 36], [36, 14], [14, 36], [36, 15], [15, 36], [36, 16], [16, 36], [36, 17], [17, 36], [36, 18], [18, 36], [36, 19], [19, 36], [36, 20], [20, 36], [36, 21], [21, 36], [36, 22], [22, 36], [36, 23], [23, 36], [36, 24], [24, 36], [36, 25], [25, 36], [36, 26], [26, 36], [36, 27], [27, 36], [36, 28], [28, 36], [36, 29], [29, 36], [36, 30], [30, 36], [36, 31], [31, 36], [36, 32], [32, 36], [36, 33], [33, 36], [36, 34], [34, 36], [36, 35], [35, 36], [28, 0], [0, 28], [6, 2], [2, 6], [7, 3], [3, 7], [11, 3], [3, 11], [33, 3], [3, 33], [12, 3], [3, 12], [25, 3], [3, 25], [16, 4], [4, 16], [20, 6], [6, 20], [25, 6], [6, 25], [11, 7], [7, 11], [33, 7], [7, 33], [12, 7], [7, 12], [25, 7], [7, 25], [34, 11], [11, 34], [25, 11], [11, 25], [33, 11], [11, 33], [12, 11], [11, 12], [18, 12], [12, 18], [25, 12], [12, 25], [33, 12], [12, 33], [30, 13], [13, 30], [26, 16], [16, 26], [28, 19], [19, 28], [26, 21], [21, 26], [34, 25], [25, 34], [33, 25], [25, 33], [27, 26], [26, 27], [35, 26], [26, 35], [31, 28], [28, 31]]",0
7037,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[[22, 0], [0, 22], [22, 1], [1, 22], [22, 2], [2, 22], [22, 3], [3, 22], [22, 4], [4, 22], [22, 5], [5, 22], [22, 6], [6, 22], [22, 7], [7, 22], [22, 8], [8, 22], [22, 9], [9, 22], [22, 10], [10, 22], [22, 11], [11, 22], [22, 12], [12, 22], [22, 13], [13, 22], [22, 14], [14, 22], [22, 15], [15, 22], [22, 16], [16, 22], [22, 17], [17, 22], [22, 18], [18, 22], [22, 19], [19, 22], [22, 20], [20, 22], [22, 21], [21, 22], [3, 0], [0, 3], [9, 0], [0, 9], [21, 0], [0, 21], [19, 0], [0, 19], [10, 0], [0, 10], [1, 0], [0, 1], [18, 0], [0, 18], [19, 1], [1, 19], [3, 1], [1, 3], [18, 1], [1, 18], [19, 2], [2, 19], [10, 2], [2, 10], [3, 2], [2, 3], [12, 2], [2, 12], [16, 3], [3, 16], [18, 3], [3, 18], [10, 3], [3, 10], [21, 3], [3, 21], [10, 4], [4, 10], [12, 5], [5, 12], [15, 5], [5, 15], [13, 5], [5, 13], [6, 5], [5, 6], [14, 5], [5, 14], [7, 5], [5, 7], [11, 5], [5, 11], [12, 6], [6, 12], [14, 6], [6, 14], [12, 7], [7, 12], [14, 7], [7, 14], [15, 7], [7, 15], [11, 7], [7, 11], [10, 9], [9, 10], [21, 9], [9, 21], [19, 10], [10, 19], [21, 10], [10, 21], [18, 10], [10, 18], [15, 12], [12, 15], [13, 12], [12, 13], [14, 12], [12, 14], [21, 15], [15, 21], [19, 18], [18, 19], [21, 18], [18, 21], [21, 19], [19, 21]]",0
4952,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]","[[42, 0], [0, 42], [42, 1], [1, 42], [42, 2], [2, 42], [42, 3], [3, 42], [42, 4], [4, 42], [42, 5], [5, 42], [42, 6], [6, 42], [42, 7], [7, 42], [42, 8], [8, 42], [42, 9], [9, 42], [42, 10], [10, 42], [42, 11], [11, 42], [42, 12], [12, 42], [42, 13], [13, 42], [42, 14], [14, 42], [42, 15], [15, 42], [42, 16], [16, 42], [42, 17], [17, 42], [42, 18], [18, 42], [42, 19], [19, 42], [42, 20], [20, 42], [42, 21], [21, 42], [42, 22], [22, 42], [42, 23], [23, 42], [42, 24], [24, 42], [42, 25], [25, 42], [42, 26], [26, 42], [42, 27], [27, 42], [42, 28], [28, 42], [42, 29], [29, 42], [42, 30], [30, 42], [42, 31], [31, 42], [42, 32], [32, 42], [42, 33], [33, 42], [42, 34], [34, 42], [42, 35], [35, 42], [42, 36], [36, 42], [42, 37], [37, 42], [42, 38], [38, 42], [42, 39], [39, 42], [42, 40], [40, 42], [42, 41], [41, 42], [38, 0], [0, 38], [5, 1], [1, 5], [41, 1], [1, 41], [25, 3], [3, 25], [26, 3], [3, 26], [28, 3], [3, 28], [40, 3], [3, 40], [27, 3], [3, 27], [7, 3], [3, 7], [8, 3], [3, 8], [9, 3], [3, 9], [33, 3], [3, 33], [23, 3], [3, 23], [35, 3], [3, 35], [11, 4], [4, 11], [5, 4], [4, 5], [18, 4], [4, 18], [32, 4], [4, 32], [8, 4], [4, 8], [37, 5], [5, 37], [18, 5], [5, 18], [21, 5], [5, 21], [32, 5], [5, 32], [12, 5], [5, 12], [31, 6], [6, 31], [25, 7], [7, 25], [26, 7], [7, 26], [9, 7], [7, 9], [19, 7], [7, 19], [34, 7], [7, 34], [28, 7], [7, 28], [23, 7], [7, 23], [20, 8], [8, 20], [31, 8], [8, 31], [11, 8], [8, 11], [41, 8], [8, 41], [26, 9], [9, 26], [40, 9], [9, 40], [27, 9], [9, 27], [19, 9], [9, 19], [34, 9], [9, 34], [31, 9], [9, 31], [23, 9], [9, 23], [35, 9], [9, 35], [31, 10], [10, 31], [19, 11], [11, 19], [23, 11], [11, 23], [13, 12], [12, 13], [41, 13], [13, 41], [32, 18], [18, 32], [24, 18], [18, 24], [25, 19], [19, 25], [26, 19], [19, 26], [28, 19], [19, 28], [34, 19], [19, 34], [35, 19], [19, 35], [37, 21], [21, 37], [26, 23], [23, 26], [34, 23], [23, 34], [26, 25], [25, 26], [34, 25], [25, 34], [40, 26], [26, 40], [34, 26], [26, 34], [31, 26], [26, 31], [28, 26], [26, 28], [35, 26], [26, 35], [34, 28], [28, 34], [41, 29], [29, 41], [39, 31], [31, 39], [34, 31], [31, 34], [35, 33], [33, 35], [40, 34], [34, 40], [39, 34], [34, 39], [35, 34], [34, 35]]",0
4387,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","[[48, 0], [0, 48], [48, 1], [1, 48], [48, 2], [2, 48], [48, 3], [3, 48], [48, 4], [4, 48], [48, 5], [5, 48], [48, 6], [6, 48], [48, 7], [7, 48], [48, 8], [8, 48], [48, 9], [9, 48], [48, 10], [10, 48], [48, 11], [11, 48], [48, 12], [12, 48], [48, 13], [13, 48], [48, 14], [14, 48], [48, 15], [15, 48], [48, 16], [16, 48], [48, 17], [17, 48], [48, 18], [18, 48], [48, 19], [19, 48], [48, 20], [20, 48], [48, 21], [21, 48], [48, 22], [22, 48], [48, 23], [23, 48], [48, 24], [24, 48], [48, 25], [25, 48], [48, 26], [26, 48], [48, 27], [27, 48], [48, 28], [28, 48], [48, 29], [29, 48], [48, 30], [30, 48], [48, 31], [31, 48], [48, 32], [32, 48], [48, 33], [33, 48], [48, 34], [34, 48], [48, 35], [35, 48], [48, 36], [36, 48], [48, 37], [37, 48], [48, 38], [38, 48], [48, 39], [39, 48], [48, 40], [40, 48], [48, 41], [41, 48], [48, 42], [42, 48], [48, 43], [43, 48], [48, 44], [44, 48], [48, 45], [45, 48], [48, 46], [46, 48], [48, 47], [47, 48], [20, 0], [0, 20], [14, 0], [0, 14], [41, 0], [0, 41], [11, 0], [0, 11], [47, 0], [0, 47], [17, 1], [1, 17], [21, 1], [1, 21], [12, 1], [1, 12], [24, 1], [1, 24], [12, 2], [2, 12], [24, 2], [2, 24], [37, 2], [2, 37], [16, 2], [2, 16], [40, 2], [2, 40], [17, 2], [2, 17], [17, 3], [3, 17], [18, 3], [3, 18], [41, 3], [3, 41], [20, 3], [3, 20], [24, 3], [3, 24], [19, 4], [4, 19], [31, 4], [4, 31], [31, 5], [5, 31], [27, 5], [5, 27], [41, 5], [5, 41], [23, 6], [6, 23], [12, 6], [6, 12], [24, 6], [6, 24], [25, 6], [6, 25], [40, 6], [6, 40], [17, 6], [6, 17], [18, 6], [6, 18], [12, 7], [7, 12], [24, 7], [7, 24], [19, 8], [8, 19], [29, 8], [8, 29], [21, 8], [8, 21], [31, 8], [8, 31], [11, 8], [8, 11], [13, 8], [8, 13], [40, 8], [8, 40], [17, 8], [8, 17], [46, 8], [8, 46], [10, 9], [9, 10], [31, 9], [9, 31], [22, 9], [9, 22], [37, 9], [9, 37], [28, 9], [9, 28], [43, 9], [9, 43], [41, 11], [11, 41], [29, 12], [12, 29], [21, 12], [12, 21], [23, 12], [12, 23], [24, 12], [12, 24], [25, 12], [12, 25], [18, 12], [12, 18], [46, 12], [12, 46], [47, 12], [12, 47], [40, 13], [13, 40], [17, 13], [13, 17], [20, 14], [14, 20], [46, 14], [14, 46], [38, 14], [14, 38], [41, 14], [14, 41], [27, 15], [15, 27], [21, 16], [16, 21], [24, 16], [16, 24], [36, 16], [16, 36], [37, 16], [16, 37], [17, 16], [16, 17], [46, 16], [16, 46], [36, 17], [17, 36], [29, 17], [17, 29], [18, 17], [17, 18], [23, 17], [17, 23], [34, 17], [17, 34], [25, 17], [17, 25], [24, 17], [17, 24], [37, 17], [17, 37], [40, 17], [17, 40], [21, 17], [17, 21], [33, 17], [17, 33], [31, 17], [17, 31], [46, 17], [17, 46], [21, 18], [18, 21], [23, 18], [18, 23], [37, 18], [18, 37], [46, 18], [18, 46], [47, 18], [18, 47], [31, 19], [19, 31], [22, 19], [19, 22], [37, 19], [19, 37], [41, 19], [19, 41], [43, 19], [19, 43], [47, 19], [19, 47], [46, 20], [20, 46], [23, 20], [20, 23], [23, 21], [21, 23], [24, 21], [21, 24], [34, 21], [21, 34], [37, 21], [21, 37], [46, 21], [21, 46], [31, 22], [22, 31], [37, 22], [22, 37], [24, 23], [23, 24], [33, 23], [23, 33], [36, 24], [24, 36], [25, 24], [24, 25], [32, 24], [24, 32], [37, 24], [24, 37], [33, 24], [24, 33], [47, 24], [24, 47], [46, 24], [24, 46], [47, 26], [26, 47], [31, 27], [27, 31], [37, 27], [27, 37], [44, 27], [27, 44], [43, 27], [27, 43], [30, 28], [28, 30], [31, 28], [28, 31], [37, 28], [28, 37], [31, 29], [29, 31], [41, 29], [29, 41], [40, 29], [29, 40], [30, 29], [29, 30], [31, 30], [30, 31], [37, 31], [31, 37], [41, 31], [31, 41], [47, 31], [31, 47], [46, 33], [33, 46], [41, 37], [37, 41], [44, 37], [37, 44], [46, 40], [40, 46], [44, 41], [41, 44], [47, 41], [41, 47]]",0
